name,latitude,longitude,phone,address
RAJ PETROLEUM SERVICES,23.4394,72.3944,9824063527,STATE HIGHWAY NR. NIRMA FACTORY AT & POST : MANDALI DIST. MEHSANA
KAMESHWAR PETROLEUM,23.0575,72.5563,9998844823,NR. KAMESHWAR TEMPLE ANKUR CHAR RASTA AHMEDABAD -
DEV PETROLEUM,22.3,73.4006,9825122539,NEAR BOPAL JUNCTION S. P. RING ROAD AMBLI AHMEDABAD
ASHATVINAYAK PETROLEUM,22.9104,72.7054,8735007474,VILL. HIRAPUR TAL. DASCROI HIRAPUR TO HATHIJAN CIRCLE Ahmedabad
KRUSHN PETROLEUM,22.8894,72.9908,9879232793,SURVEY NO. 832+836 PAIKI MOUJE & TAL. KATHLAL Dist. Kheda
CHENPUR PETROLEUM,23.0962,72.5601,9824631680,GST-CHENPUR ROAD AT. CHENPUR NEW RANIP AHMEDABAD
AADIT PETROLEUM,23.0475,72.5551,9978788808,NEAR DARPAN SIX CROSS RAOD NARANPURA AHMEDABAD CITY
VIDITA PETROLEUM,23.0083,72.6149,9909708809,OPP. ASHIMA MILLS BEHIND ANUPAM CINEMA KHOKHRA AHMEDABAD
DEV GANESH PETROLEUM,23.1615,72.6974,9824098339,SURVEY NO. 2 SHRAM MARG VILLAGE : PHIROZPUR GIFT CITY GANDHINAGAR
GUJARAT AUTO SHAHWADI,22.9744,72.5624,7925714692,INDIAN OIL DEALER OPP.PIRANA OCTROI NAKA SHAHWADI AHMEDABAD.
AKMDS FILLING STATION,26.62113,81.004762,9415022719,VILLAGE KANKAHA MOHANLAL GANJ RAEBAREILLY ROAD DISTT. LUCKNOW
211785 SULUR LORRY URIMAIYALARGAL S,11.027596,77.137525,9865233636,SANGAM IOC DLR KANGEYAMPALAYAM SF NO 504/2B1 TRICHY RD CBE 641402 TIN 33396241730 KANGAYMPALAM
24 HOUR FILLING STATION,28.430176,77.036119,7506448629,BETWEEN RAJIV CHOWK & SADAR THANA CHOWK ON SOHNA ROAD Islampur Distt Gurgaon
3-STAR FUEL STATION,19.066569,72.866872,9820465458,"3-STAR FUEL STATION ""PLOT NO C-50 G BLOCK BANDRA-"" ""COMPLEXBANDRA EAST MUMBAI"""
A N G AGENCY,10.958024,76.977917,0422-2672246,NEW SURVEY NO233A/1A2PODHANUR ROAD SUNDARAPURAM SENKOTTAIAN COLONY KURUCHI VILLAGE COIMBATORE
A.V.RANGASAMY & CO,11.7694,79.6893,9443231513,LK NO 05468 NELLIKUPPAM MAIN ROAD KARAMANIKUPPAM CUDDALORE DIST
AAGMAN FUELS & SERVICES,25.34913446,86.51095381,7870627977,INDIAN OIL RETAIL OUTLET TELIA TALAB DIST MUNGER
AARTHI AGENCIES,11.575289,78.040566,9487545968,INDIAN OIL DEALER SF.NO.9/3A1 KADATHUR AGRAHARAM VILLAGE
AASHTHA HIGHWAY FUEL CENTER,24.845,77.4516,7869287877,VILLAGE MYANA TEHSIL GUNA NH-3
AASTHA ENERGY,21.1133,73.4049,9825077737,BLOCK NO. 20/1/2VILL: KANPURA VYARA TAL: VYARA DIST: TAPI
ABADH OIL CORPORATION,25.97707,85.797264,9431415183,INDIAN OIL RETAIL OUTLET KALYANPUR SAMASTIPUR
ABC INDIA LTD,18.71864,73.669727,8805980037,TALEGAON(DABHADE)PUNE MUMBAI ROAD TALUKA MAWAL DIST PUNE
GAYATRI AGENCIES,17.393765,82.664275,9866176119,NH-5 NAKKAPALLI MANDAL-LOCK NO.T1 VEMPADU VISAKHA DIST ANDHRA PRADESH
ABIGA PETRO FILLS,11.314214,77.00419,9994395953,S.F.NO.754/C BALLEPALAYAM VIL METTUPALAYAM TK METTUPALAYAM
ADHITHI AGENCIES,10.858316,76.958902,9791903388,INDIAN OIL RETAIL OUTLET NACHIPALAYAM VILLAGE MADUKARAI TALUK
ADITYA FUELS,23.47613714,86.20166159,8986820119,DEALER INDIAN OIL CORPORATION LTD MOUZA: CHARGOI THANA NO: 145 PS: Pindrajora PO:Sardah
ADITYA TRADERS IOC DEALERS NH-7,11.628011,78.136253,9443348029,PROPX:U.KANAGAVALLI SFNO.44/4A AMANIKONDALAMPATTI BYPASS ROAD SALEM
AJAY SERVICE STATION,28.67678333,77.32173333,9810300247,SHAHDARA NEW SHAHDARA BORDER G.T. ROAD SHAHDARA DELHI-32
AJIT MOTORS,28.59705,77.1356,9837015258,GOPINATH BAZAR DELHI CANTT. NEW DELHI
AKAASH AUTO CENTRE,28.640207,77.285149,9910783500,INDIAN OIL PUMP LAXMI NAGAR NEW DELHI
AKM AGENCY (KANGALANCHERY),10.800643,79.638864,9363399944,KEEZHAKAVALAGUDIKANGALANCHERY TIRUVARUR DISTRICT MYLADUTHURAI ROAD LHS
ALAPUR PETROLEUM,26.178867,78.214052,9826314555,KHASRA NO. 95 VILL ALAPUR Tehsil Gwalior Distt Gwalior
ALFA PETROLEUM,22.2776,73.1614,9824147796,IOC DEALER R.S. No: 632 Near Kalali Phatak Atladra
ALLIED INDUS. AG.A-SITE,22.4255,71.0853,9627401197,NH 8A BHALGAM Indian Oil Dealer District Rajkot
AMAR SHAHID SUDISH FILLING STATION,28.820292,77.101286,9.1972E+11,NEAR FIRE STATION NARELA-ALIPUR ROAD DELHI
AMARDEEP(*),26.172401,85.338195,9525308625,NH 28 MOTIHARI RDPAHARPUR MUZAFF BIHAR MUZAFFarpur
AMARNATH FILLING STATION,29.617342,76.932767,9813011845,KHEMASULI MEDINIPUR(W) WEST BENGAL
AMBEJOGAI PETROLEUM,18.71898,76.370085,9892411943,INDIAN OIL DEALER GUT NO. 552 & 552/5 TAL: AMBEJOGAI DIST. BEED
AMBICA FILLING STATION,22.2912,73.2105,8690902525,"""PRATAPNAGAR NR GEETA MANDIR"" ""WADI BARODA CITY"" Vadodara City"
AMBIKA AUTOMOBILES (LOCK NO.13013),19.295024,72.906226,9702905404,G.N.MOTEL COMPLEX N H 8 NEAR GODHBUNDER BRIDGE VASAI DIST PALGHAR.
AMISH ENTERPRISES,28.756114,77.147799,9811159609,LIBASPUR KHASRA NO.21-25 G.T. KARNAL ROAD LIBASPUR DELHI-42
AMRITA FUELS,10.050234,76.294605,4842430969,INDIAN OIL DEALER CHERANALOOR ERNAKULAM DISTRICT
ANAND FUEL CENTRE,28.638787,77.458025,9810866632,B-34/1 SITE-1 INDUSTRIAL AREA
ANAND PETROLEUM,21.5816,70.0375,9731190977,INDIAN OIL DEALER SURVEY NO.119/A+119/B Vill: Utran Dist: Surat
ANIL AUTOMOBILES,27.575377,77.842624,7351951000,SHIVLI RAYA; DISTT. Mathura UP
SRI SATYAMAMBA FILLING STATION,17.681131,82.982275,9394431313,INDIAN OIL DEALERS -LOCK NO.T1 21 ANAKAPALLI ANDHRA PRADESH
ANKIT FILLING STATION,29.389542,76.945674,9992500007,ASSANDH POLICE NAKA JATTAL BYPASS OLD DELHI BRANCH
ANKIT PETROLEUM,20.7811,73.0849,9925140316,SURVEY NO. 16451646 & 1647 VILL: ALIPORE ON SH-15 Dist: Navsari Tal: Chikhli
ANKUR FILLING STATION.,26.664654,80.807365,9045714710,BANTHARA DISTRICT : LUCKNOW
ANNAI PETRO TRADERS IOC DEALE,11.659301,78.156937,9442227843,TSNO. 9 WARD - B BLOCK 18 BRETTSROADSALEM TOWN
ANJANEYA AGENCY,15.489176,80.048139,6303445044,BESIDE RIMS HOSPITAL 37-1-410/A RAM NAGAR 3RD LANE TRUNK ROAD ONG PRAKASAM DISTRICT
ANURAG ENTERPRISES,13.05262889,74.79674556,9343274793,INDIANOIL DEALER HALEYANGADI MANGALORE TALUK DAKSHINA KANNADA DISTRICT
ANURAG PETROLEUM,28.717334,77.462471,9810318665,DHARGAL BETWEEN KM STONE 20-24 GHAZIABAD
ANUSHREE PETROLEUMS,15.814641,74.491113,9008962621,UDYAMBAG INDIANOIL DEALERS KHANAPUR ROAD NH4A
ARIHANT PETROLEUM,18.815686,75.15654,9423471495,INDIANOIL DEALERS MAIN ROAD ASHTITALUKA ASHTI DISTRICT BEED
ARIHANT SERVICE CENTRE,28.683255,77.509706,9313116481,DASNA NH-24 ADHYATMIK NAGAR GHAZIABAD
ARUNA AGENCIES,16.177892,80.33029,9.19014E+11,PRATHIPADU V &M lock T1-313/4 DNO:116 ANDHRA PRADESH
ASHISH FUEL & LUBE,25.82654,86.848183,9431440375,JIRWA(PASTPAR) NH 106 MADHEPURA-GWALPARA ROAD DIST.SAHARSA
ASHOKA GAYATRI FUEL STATION,26.11725,85.256417,9999026955,MAUZA - MARWAN BHOJ PS - KARJA Dist. Muzaffarpur
ASHUTOSH PETROLEUM,26.038172,85.345749,9801169228,PO+PS. TURKI NH-77 MUZAFFARPUR BIHAR DIST MUZAFFARPUR
ASHWINI PETROLEUM A-SITE,21.7425,72.0693,8128921919,SH 25 Village VARTEJ Indian Oil Dealer VARTEJ District Bhavnagar
ASR HI-TECH FUEL,11.462413,77.847681,9842714447,INDIAN OIL DEALER SF.NO.13/2B3 SANKARI TALUK
ASSOCIATED TRADING CO,28.652585,77.155946,9999999090,PATEL NAGAR OPP.SHADIPUR DEPOT NEW DELHI NEW DELHI
AUTO CARE CENTRE,25.606622,85.070943,9334596414,RUKANPURA (BAILEY ROAD) PATNA-14 PATNA BIHAR
AUTO YARD,28.53755,77.28466667,9811043394,8/1 MILE STONE ( LOCK 91) MATHURA ROAD DELHI
AUTOFUEL,28.68852,77.112965,9811156457,ROAD NO.43 GURU HARKISHAN MARG NEAR SARASWATI VIHAR TELEPHONE EXCH PITAMPURA DELHI-34
AZHAN FILLING STATION,29.043419,78.827934,9917342410,INDIAN OIL RETAIL OUTLET VILL: JALALPUR KHALSA TEHSIL: THAKURDWARA
BABA PETROLEUM,25.7182253,85.1382923,6205274871,BAKARPUR (SONEPUR) DIST.SARAN Saran
BABA SAI FUEL STATION,20.232296,85.742218,9439978950,AT- TAMANDO DIST- KHURDA STATE- ODISHA
BADUS PETRO,28.54315,77.066567,9312272457,VILLAGE BHARTHAL F-28 PUSHPANJALI DWARKA LINK ROAD NEW DELHI.
BALU MANIYAKAR FUELS,10.989196,76.999901,9.19932E+11,627/2A UPPILIPALAYAM VILLAGE NANJUNDAPURAM ROAD CBE SOUTH TK
BANSAL SERVICE STATION,27.1962667,77.523425,9414225743,JATOLI GHANA VILLAGE JATOLI GHANA DISTT. BHARATPUR RAJASTHAN
BEE GEE MOTORS,28.836615,77.097169,9818443807,DSIDC Complex NARELADELHI-40 TEL.5693307 DELHI
BEENA AUTOMOBILES,25.4524911,81.8409187,9415216823,ELGIN ROAD CIVIL LINESELGIN ROAD ALLAHABAD
BETTEGOWDA SERVICE STATION,13.2152,77.553,6363383591,INDIAN OIL DEALERS SY.NO.91KADATHANAMALE VILLAGE HESSARGHATTA HOBLI BANGALORE
BHACKYA SINGAR PETROLEUMS,8.270859,77.283304,9486011844,SY.NO.551/3 KALLUVILAI MULAGUMOODU KANNIYAKUMARI DIST.
BHADAURIA FILLING STATION,24.4634,77.1698,9811943670,(EARLIER MUNDI ENTERPRISES) A B ROAD KHERIA DISTT. GUNA LOCK NO. 1173/219
BHAGWAN FILLING STATION,27.231339,78.167616,9219610576,NH-2 AGRA FIROZABAD ROAD ETMADPUR AGRA AGRA
BHAGWATI FILLING STATION,27.183497,77.988943,9412255100,GAJANAN NAGAR LOHAMANDI AGRA SHAHGANJ LOHAMANDI ROAD
BHARAT SERVICE STATION,28.854299,77.124594,9312832339,SINGHU BORDER G.T. KARNAL ROAD DELHI-110040 DELHI
BHARAT TRADERS JHANSI,25.450516,78.599828,9415030048,KANPUR ROAD JHANSI DISTT. JHANSI LOCK NO 12018
BHASKARA AGENCIES,16.997034,81.800637,9848228320,INDIAN OIL DEALERSMORAMPUDI lock no.22012/ 544 & 11027 / 256 ANDHRA PRADESH
BHOLA RAY SHANTI DEVI & SONS,25.7277786,85.83488501,7635088951,(INDIAN OIL RETAIL OUTLET) VILL.-MAHISARI PS-Ujiyarpur
BHUMIKA FILLING STATION,26.249396,78.16309,9425115488,KHASRA NO. 558559560/MIN1560/MIN VILL MANPUR Tehsil Gwalior Distt Gwalior
BHUSHAN PETROLEUM SERVICES,18.727541,75.698091,9860019400,INDIAN OIL DEALER SURVEY NO 132NH 211 Dhotra Chausala Taluka Beed
BINDESHWAR OIL CENTRE,26.16101602,85.42561423,9709423761,INDIANOIL RETAIL OUTLET BAKHRI CROSSING MUZAFFARPUR
BISMEE AGENCIES,11.317476,76.922257,9.19844E+11,Indian Oil DealerNo.2K.U.R. Nagar IInd Bridge Ooty Main Road Mettupalayam
BOKARO AUTOMOBILES ( * ),23.62342099,86.18420146,9431127475,JODIDIH MORE CHAS PURULIA ROAD DIST.BOKARO.
BON BON SERVICE CENTRE,19.104917,72.8864,9821165625,SAKINAKA ANDHERI (EAST) MUMBAI.
BRASS CITY INDIANOIL,28.886767,78.734411,9045191119,KANTH ROAD MORADABAD CITY MORADABAD
BUDDHESHWAR FILLING STATION,26.837517,80.844369,9335281700,NEAR RING CROSSING MOHAN ROAD LUCKNOW
BULLEYYA REDDY'S FILLING STATION,16.958649,82.008733,9581871199,INDIAN OIL DEALERS BALABHADRAPURAM lock 11011 / 37 ANDHRA PRADESH
CAPT AMIT SERVICE STATION,28.62257,77.110507,9310166066,HARI NAGAR Ghantaghar Road DELHI
CAR CARE,28.57078333,77.16345,9.19212E+11,SECTOR 8 R.K. PURAM NEW DELHI-22 R.K. PURAM New Delhi
CENTRAL AUTO FILLING STN,20.7801,73.3563,9426801455,INDIANOIL DEALER AT HANUMANBARI TAL HQ.BANSDA NH56 DIST-NAVSARI GUJARAT
CH. KESHRAM SHYAMO AUTO FUELS,28.528689,77.456519,9810232544,INDIAN OIL PETROL PUMP HABIBPUR TEHSIL DADRI
CH. RAMCHANDRA SINGH BHATI & SONS,28.543677,77.563518,9971596889,IBP PETROL PUMP GAUTAM BUDH NAGAR
CHAMPIAN HUB,22.57763872,88.46206695,8820818377,PLOT NO.CF-19 PREMISES NO.05-240 AA-I New Town Kolkata
CHAMUNDI PETROLEUM,19.215787,72.851158,9821140807,SWAMI VIVEKANAND ROAD OPP.POISAR BUS DEPOT BORIVALI MUMBAI 400 092
CHANAKYAPURI SERVICE STATION,28.666963,77.09199,9899123771,OUTER RING ROAD ROAD NO.26 PACHIM VIHAR DELHI
CHANDAN TRANSPORT CO.,25.2676,74.63,9414372375,GHATILA KA KHEDA NH-48 BHILWARA BY PASS DISTT: BHILWARA ( RAJASTHAN)
CHANDRA PRAKASH & SONS,28.353783,77.556587,9719062622,IBP PETROL PUMP NOIDA GAUTAM BHUD NAGAR
CHAUDHARY SERVICE STATION,28.730016,77.183393,9911150814,DHEERPUR NEAR MUKUDPUR CHOWK NORTH OF RING ROAD
CHENNIMALAIAPPAN & CO,10.744626,77.023062,9578809081,PROP:K.R.PONNARASI IOC DEALERS SF.NO.265/2A1BMETTUPALAYAM VI KOVILPALAYAMKINATHUKADAVU TK
CHETAK FUEL CENTRE,28.631752,77.661633,9313333038,INDIAN OIL PETROL PUMP VILLAGE- DHAULANA MASURI- GULAOTHI ROAD
CITI FUELS,28.622736,77.095593,9811044233,JANAKPURI OPP.-VIRENDER NAGAR NEAR BHARATI COLLEGE NEW DELHI
CITY AUTO,28.71625,77.117604,9810218885,PLOT NO. 1-A-3 DISTT CENTRE-I SECTOR-10 ROHINI DELHI - 110085
CITY FUELS,25.57296026,85.23794754,7367026601,NEW BYPASS ROAD KARMALICHAK MAUZA- SIMLIMURARPUR NH 30 Patna
JANATHA FILLING STN (C'PET),16.101259,80.169035,9440264771,CHILAKALURIPET lock T2- 231/2 DNO:189 ANDHRA PRADESH
COCO GOMTINAGAR,26.866389,80.996389,7088204332,VIBHUTI KHAND GOMTI NAGAR LUCKNOW
GVK Fuel Station,17.636652,82.89715,8857242701,285/1 285/2 285/5 UGGINIPALEM (V KASIMKOTA (M) TALLAPALEM 531048 ANDHRA PRADESH
COCO NEW TOWN - PUJA KUMARI,22.5552255,88.5008211,7739161398,COCO NEW TOWN - PUJA KUMARI Plot AAIIIC/1 Street no. 3333 Action Area III New Town Dist.N.2
COCO-II,28.6076507,77.441432,9810447700,PLOT NO. PP-01SECTOR-16B GREATER NOIDA(WEST) GAUTAM BUDH NAGAR
COCO-III,28.466044,77.5334885,9560237222,PLOT NO. PP-01SECTOR-PI GREATER NOIDA GAUTAM BUDH NAGAR
COSMOS INC.,26.366795,79.867821,8756992214,KUMBHILOCK NO 21008/21023 ON NH-2 KANPUR DEHAT ON NH-2 KANPUR DEHAT
D S HIGHWAY SERVICE,26.261925,87.26949,9334293678,INDIAN OIL RETAIL OUTLET DHOLBAJJA ARARIA
DADA FUEL CENTRE MUDIAKHERA,26.5151,78.026,9827541017,SURVEY NOS. 630 641 PH NO.45 AT VILL.MUDIAKHERA Distt. Morena LOCK NO. 1095/219
DAMODAR FUEL SERVICE STATION,23.770859,85.92762,9771408871,JARIDIH P.S. GHANDINAGAR (BERMO) DISTT BOKARO JHARKAND
DAMODAR SERVICE STATION,26.121762,85.36273,9431238702,MARIPUR MUZAFFARPUR BIHAR MUZAFFARPUR
DAS & SONS,26.527411,80.234928,9336107533,NARAMAU LOCK NO 23016 KANPUR NAGAR NH 34
DAUJI SERVICE STATION,28.678657,77.485326,9958033002,VILL HARSAON PARGANA DASNA GHAZIABAD
DEEPKIRAN PETROLEUM,19.692903,73.545486,8600620085,GAT NO.383 AT. TALEGAON IGATPURI DISTT. NASIK
DELHI DIESELS,28.702695,77.266047,9212582106,B-3 yamuna vihar main wazirabad ro Delhi DELHI-110053
RAVI HIGHWAY CENTRE,17.803185,83.140608,9866106925,INDIAN OIL DEALERS -LOCK NO.T1 28 ADIREDDYPALEM ANDHRA PRADESH
DEV FUEL CENTRE,28.714,77.6805,9927062255,INDIAN OIL RETAIL OUTLET VILLAGE DOOHRI PILKHUWA TESHIL HAPU UTTAR PRADESH
DEVANG PETROLEUM,22.4458,70.1183,9909100097,KALAWAD-JAMNAGAR HIGHWAY ROAD Indian Oil Dealer THEBA JAMNAGAR
DEVENDRA MEMORIAL PETROLEUM,25.77701,84.77951,9470062126,ROUZA CHAPPRA SARAN
DHANSUKHLAL C.SHAH,21.2579,73.3102,9925155000,At & Post Mandvi Mandvi MANDVI DIST.SURAT
DOABA AUTOMOBILES,25.450433,81.726179,9450581348,BAMRAULI KANPUR ROADBAMRAULLI DISTT.:ALLAHABAD
DOLLY FUEL CENTRE,26.05423494,87.48816358,9470238484,INDIAN OIL RETAIL OUTLET AZAMNAGAR ARARIA
DRIVEWELL SERVICE STATION,28.676517,77.31425,9811027361,G.T ROAD SHAHDARA DELHI-95
DRONA FILLING STATION,28.394109,77.860945,8958961111,IOC PETROL PUMP SHIKARPUR BYE PASS ROAD BULANDSHAHR
DRONAGIRI SERVICE CENTRE,18.892375,72.975831,9819211502,DRONAGIRI NOD URAN DIST. RAIGAD
DUBEY AND SONS FILLING STATION,24.4014,77.4062,9425759024,INDIAN OIL DEALER ARONGUNA ROAD DISTT. GUNA LOCK NO. 1240/219
DUDHANE PETROLEUM,18.468675,73.785349,9764210100,GAT NO 93 VILLAGE SHIVANE TALUKA HAVELI DIST PUNE
DURGA FILLING STAION,16.343069,80.627474,9.19442E+11,DUGGIRALA lock T1-327/8 DNO:122 ANDHRA PRADESH
DURGA FILLING STATION,28.103608,77.456741,9212040903,CHANDHUT ON PALWAL-ALIGARH ROAD CHANDHUT ON PALWAL-ALIGARH ROAD DISTT PALWAL
KDLOMACS (NDMNR),16.51661,80.641551,8106352502,INDIAN OIL DELEARS NIDAMANUR lock T1-50/1/2/3/4 D.NO:18 ANDHRA PRADESH
EHSAAS FILLING STATION,28.960171,77.1019,9910401222,VILLAGE-BAHALGARH ON KHEWRA ROAD SONEPAT
ELVEE AUTO ENTERPRISES,10.998311,77.021037,9.19895E+11,S F NO 414/2 SINGANALLUR TRICHY COIMBATORE COMBATORE 641 005
ENGINEER SERVICE STATION,28.586921,77.212117,9654262692,NEAR SAFDARJUNG AIRPORT AURBINDO MARG NEW DELHI
ESS ESS FILLING STATION,31.06492,76.270817,9041435435,INDIAN OIL PETROL PUMP BALACHAUR TO NAWANSHEHAR ROAD TEHSIL - BALACHAUR
SRI GANAPATHY AGENCY,17.687486,83.255574,9866377272,INDIAN OIL DEALERS- LOCK NO.T1 31 MALKAPURAM VIZAG CITY ANDHRA PRADESH
F PATEL & CO.,22.2465,73.0838,9824010955,IOC DEALER PADRA DISTT. BARODA
FALCON INFRASTRUCTURES LTD.,10.06838,76.32124,9496016555,INDIAN OIL DEALER KALAMASSERY TRUCK TERMINAL ERNAKULAM DIST.
FARIDABAD SERVICE STATION,28.389194,77.312431,9899912291,18/4 Mathura Road Faridabad 18/4 Mathura Road Faridabad DISTT FARIDABAD
FIRST CHOICE(IOCL PETROL PUMP),22.7055,72.8593,9898851111,CITY SURVEY NO 1245 NUTAN TILE NADIAD -KAPDWANJ ROAD NADIAD DIST. KHEDA
FORT MOTOR EQUIPMENT CO,19.160061,72.858471,022-22661814,INDIAN OIL DEALERS SURVEY NO: 589(A) VILLAGE PAHADI GOREGAON(W)
FORTUNE SERVICE STATION - ROHINI,28.727378,77.142789,9811314040,SEC 19 ROHINI NEW DELHI. LOCK CODE - I - 374
FRIENDS FILLING STATION,28.207694,76.880465,9813440928,OCTROI CHECK POST BARSAT ROAD PANIPAT DISTT - PANIPAT
RAVI RAYS [STEEL PLANT],17.660633,83.167729,9248045678,INDIAN OIL DEALERS-LOCK NO.T1 22 VIZAG ANDHRA PRADESH
G.M.R.FILLING STATION,17.314849,78.459056,9.19391E+11,SY. NO.83 MYLARDEVPALLY VILLAGE RAJENDRANAGAR MANDAL RR DIST. TELANGANA
G.S.R.FILLING STATION,16.797456,81.595662,9441554665,INDIAN OIL DEALERS ALAMPURAM LOCK NO. 22031 / 544 ANDHRA PRADESH
GANAPATI SERVICE(*),24.36302719,85.30570066,9608170230,GANPATI SERVICES CHAUPARN NH-02 HAZARIBAGH
GANDEVI TALUKA K.S.SANGH LTD,20.8182,72.996,9879758003,IOC DEALERS GANDEVI GANDEVI DIST. NAVSARI
GANGA FUEL STATION,25.221557,85.163585,9631908074,MAUJA- BARKI AKAUNA PS- GHOSI Jehanabad
GANGA PETRO,28.57917,77.055404,9810440007,SECTOR 10 DWARKA NEW DELHI DELHI
